"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"thu-coai/CDial-GPT"," A Large-scale Chinese Short-Text Conversation Dataset and Chinese pre-training dialog models ",false,233.3,29.5,532,21,107,49,3,0,"",5,13,181,0.66,49.86,11.82,1.29,1.14,1.12,1.86,2.84,,,,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,119,279,358,435,494,530
"dmlc/dgl","Python package built to ease deep learning on graph, on top of existing DL frameworks.",false,1013.2,0.7,6571,178,1329,873,1708,14,"deep-learning, graph-neural-networks",111,29,960,3.52,21.41,11.73,6,7.07,7.17,7.76,7.4,7.63,7.34,,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,9,969,1196,1371,1625,1808,2020,2197,2372,2537,2753,3005,3214,3455,3772,3964,4240,4488,4729,4995,5205,5428,5652,5847,6063,6338,6557
"danqi/acl2020-openqa-tutorial","ACL2020 Tutorial: Open-Domain Question Answering",false,278.2,26.2,487,30,54,1,0,0,"",2,2,169,0.62,50.86,11.7,0.71,1.14,1.28,1.26,1.1,,,,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,43,286,321,349,372,415,447,489
"pytorch/text","Data loaders and abstractions for text and NLP",false,1507.8,0.9,2630,207,601,524,604,11,"nlp, data-loader, deep-learning, pytorch, dataset",128,384,515,1.89,28.7,11.58,1.14,1.07,1.08,1.33,1.45,1.5,1.72,,1.79,41,53,66,92,107,125,156,187,239,317,398,448,536,599,671,766,831,891,952,1012,1058,1168,1243,1315,1374,1430,1487,1552,1628,1692,1742,1807,1867,1921,1977,2033,2079,2120,2167,2220,2266,2311,2363,2418,2460,2506,2552,2593,2628
"yunjey/pytorch-tutorial","PyTorch Tutorial for Deep Learning Researchers",false,1419.5,37.5,19466,595,6193,166,59,0,"deep-learning, pytorch-tutorial, neural-networks, pytorch",27,1,1951,7.15,14.69,11.56,10.71,9.71,9.47,11.74,11.83,12.73,14.45,,13.73,0,0,1215,1393,1580,2016,2222,2380,2596,2843,3118,3696,4056,4311,4625,5072,5418,5752,6082,6384,6714,7091,7664,8258,8892,9287,9891,10462,11010,11455,11965,12467,12914,13315,13913,14469,14797,15142,15596,15993,16433,16818,17286,17650,17989,18373,18776,19157,19446
"Tiiiger/bert_score","BERT score for text generation",false,648.2,1.9,536,15,90,62,27,12,"natural-language-processing, machine-learning",12,3,178,0.65,48.67,11.56,0.86,0.64,0.76,0.77,0.68,0.84,,,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,67,89,108,123,137,158,186,205,226,245,266,289,352,388,407,425,452,462,480,508,532
"fuzhenxin/Style-Transfer-in-Text","Paper List for Style Transfer in Text",false,1060.7,33.6,992,74,135,9,27,0,"style-transfer, paper, natural-language-processing, survey",12,2,267,0.98,39.45,11.5,1,2,1.32,1.11,0.91,0.95,1.04,,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,28,72,93,109,135,177,229,283,320,341,376,413,445,482,523,554,591,621,645,665,697,717,746,776,824,845,868,888,918,949,991
"fighting41love/funNLP","中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",false,890.3,36,28283,1267,8381,34,18,0,"",8,1,2486,9.11,12.88,11.48,32.86,33.14,29.98,31.7,32.48,33.4,33.35,,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,57,2133,2689,3861,5088,5944,6864,7978,9129,10387,11484,12422,13238,14180,15298,16015,16616,17821,19173,20295,21334,22280,23206,24487,25313,26257,27295,28208
"msgi/nlp-journey","Documents, papers and codes related to  Natural Language Processing, including Topic Model, Word Embedding, Named Entity Recognition, Text Classificatin, Text Generation, Text Similarity, Machine Translation)，etc. All codes are implemented intensorflow 2.0.",false,646.3,13.4,1265,62,348,5,2,1,"ner, embedding, classification, similarity, keras, tensorflow, lda, gensim, fasttext, svm, bert, elmo, word2vec, crf, attention",3,1,312,1.14,36.15,11.43,0.71,0.86,0.59,0.66,0.67,1.22,,,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,453,547,620,674,730,774,819,861,916,978,1084,1113,1142,1172,1188,1203,1229,1245,1264
"pytorch/pytorch","Tensors and Dynamic neural networks in Python with strong GPU acceleration",false,1628.6,0.7,45761,1596,12144,18233,32900,30,"neural-network, autograd, gpu, numpy, deep-learning, tensor, python, machine-learning",1738,434,3408,12.49,10.91,11.42,25.86,27.57,25.97,28.44,31.27,30.1,31.09,,28.15,2343,3112,3657,4169,4732,5119,5498,6356,6977,7837,8776,9796,10869,11630,12406,13599,14857,15619,16364,17120,17937,19335,20488,21973,22995,23945,25075,26225,27318,28273,29196,30082,30898,32125,33038,33985,34704,35516,36459,37383,38332,39144,39985,40912,42170,43096,44004,44902,45693
"attardi/wikiextractor","A tool for extracting plain text from Wikipedia dumps",false,2138.3,10.4,2507,72,742,176,68,2,"",23,1,490,1.8,28.64,11.38,1.14,1,1.02,1.41,1.46,1.57,1.75,1.32,1.17,297,327,348,385,424,460,495,544,576,615,646,674,700,741,779,836,872,904,944,981,1011,1047,1126,1183,1227,1280,1347,1400,1465,1514,1561,1661,1710,1767,1837,1893,1931,1971,2036,2082,2135,2182,2239,2285,2345,2376,2427,2473,2506
"ZhuiyiTechnology/pretrained-models","Open Language Pre-trained Model Zoo",false,380.6,30.5,440,14,66,8,0,0,"",1,1,152,0.56,50.63,11.26,0.57,0.79,0.99,1.29,0.88,1.12,,,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,68,91,193,240,261,279,297,315,322,371,410,444
"pytorch/examples","A set of examples around pytorch in Vision, Text, Reinforcement Learning, etc.",false,1617.7,1,15316,398,7168,458,411,0,"",185,384,1610,5.9,15.41,11.19,9.43,8.93,8.88,10.74,9.99,10.83,11.35,,9.48,317,459,595,750,944,1117,1289,1567,1794,2041,2327,2622,2933,3182,3478,3823,4426,4746,5070,5364,5694,6001,6323,6684,7010,7299,7706,8121,8475,8793,9149,9504,9867,10220,10666,11054,11345,11663,12011,12398,12759,13074,13473,13790,14048,14318,14659,15028,15298
"karpathy/minGPT","A minimal PyTorch re-implementation of the OpenAI GPT (Generative Pretrained Transformer) training",false,163.5,28.4,5718,133,571,29,26,0,"",5,1,833,3.05,21.35,11.16,4.57,5,3.48,3.28,,,,,35.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,5244,5410,5522,5603,5711
"QData/TextAttack","TextAttack 🐙  is a Python framework for adversarial attacks, data augmentation, and model training in NLP",false,470.8,5.2,1206,24,132,103,311,7,"machine-learning, security, natural-language-processing, nlp, adversarial-machine-learning, adversarial-attacks, data-augmentation, adversarial-examples",27,16,295,1.08,35.85,11.16,1.71,1.79,1.78,2.79,2.82,,,,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,98,208,683,796,892,943,1063,1144,1200
"PAIR-code/lit","The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and framework agnostic interface.",false,183.3,1.2,2355,79,234,53,144,3,"machine-learning, natural-language-processing, visualization",12,10,457,1.67,28.44,11.07,2.43,2.43,2.07,3.52,,,,,14.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,1963,2030,2184,2287,2352
"yandexdataschool/nlp_course","YSDA course in Natural Language Processing",false,872.4,1,6630,373,1862,24,43,0,"",47,32,909,3.33,20.09,11.04,6.86,6.14,4.87,3.9,4.19,4.04,5.12,,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,1926,2407,2878,3172,3425,3672,3897,4083,4340,4482,4629,4772,4911,5035,5142,5244,5358,5460,5592,5744,5849,5931,6139,6259,6361,6466,6615
"yongzhuo/Keras-TextClassification","中文长文本分类、短句子分类、多标签分类、两句子相似度（Chinese Text Classification of Keras NLP, multi-label classify, or sentence classify, long or short），字词句向量嵌入层（embeddings）和网络层（graph）构建基类，FastText，TextCNN，CharCNN，TextRNN,  RCNN,  DCNN, DPCNN, VDCNN, CRNN, Bert, Xlnet, Albert, Attention, DeepMoji, HAN, 胶囊网络-CapsuleNet, Transformer-encode,  Seq2seq,  SWEM, LEAM, TextGCN",false,594.2,39.1,878,29,296,55,2,1,"text-classification, keras, rcnn, dcnn, charcnn, bert, nlp, textcnn, fasttext, dpcnn, embeddings, capsule, vdcnn, crnn, han, xlnet, albert, keras-textclassification, leam, transformer",2,1,236,0.86,39.39,11.03,0.71,1,1.05,1.3,1.2,1.38,,,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,72,163,203,263,327,366,396,461,509,563,620,650,683,712,751,794,837,870
