"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"derailed/k9s","🐶 Kubernetes CLI To Manage Your Clusters In Style!",false,739.1,0.3,10808,133,603,830,190,149,"k9s, kubernetes, kubernetes-cli, kubernetes-clusters, k8s, k8s-cluster, go, golang",90,1,295,1.23,5.82,3.46,11.29,11.86,12.92,13.41,13.83,16.48,,,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,1561,1753,2061,2464,2654,2844,3099,3549,4009,4342,4769,5284,5832,6306,7238,7839,8260,8637,9127,9560,10050,10390,10785
"sqshq/sampler","Tool for shell commands execution, visualization and alerting. Configured with a simple YAML file.",false,739.7,14.1,8645,154,433,65,31,7,"shell, visualization, cmd, terminal, charts, alerting, sampler, command-line, command-line-tool, monitoring, golang, dashbord",10,1,253,1.05,6.24,3.45,3,5.29,5.75,3.67,3.08,3.33,,,15.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,5816,6284,6563,6684,6785,7428,7623,7729,7840,7924,8023,8080,8163,8227,8307,8403,8468,8643
"kubernetes/kops","Kubernetes Operations (kops) - Production Grade K8s Installation, Upgrades, and Management",false,1681,0.1,12514,349,3883,4086,6616,104,"kubernetes, go, cncf, containers, kops",1222,1090,324,1.35,5.52,3.45,3.43,4.07,3.88,3.98,4.47,5.2,6.62,,7.46,945,1153,1362,1575,1785,1942,2246,2552,2778,3114,3427,3658,3927,4223,4597,4996,5364,5650,5929,6240,6537,6820,7111,7379,7669,7970,8276,8510,8766,9011,9285,9493,9704,9911,10100,10287,10605,10804,10987,11190,11372,11527,11687,11842,11970,12140,12256,12385,12504
"dutchcoders/transfer.sh","Easy and fast file sharing from the command-line.",false,2308.6,3.1,10050,198,1052,215,125,9,"golang, transfer, docker, share, transfersh",41,2,280,1.16,5.94,3.45,2.43,3.29,2.73,1.82,2.07,2.67,3.33,5.11,4.36,3206,3337,3442,3657,3779,3930,4028,4161,4262,4379,4483,4567,4651,4801,4944,5066,5211,6394,6594,6729,6897,7171,7359,7468,7611,7800,7940,8054,8160,8321,8434,8529,8637,8755,8873,8990,9069,9135,9259,9398,9499,9585,9665,9754,9815,9876,9930,9960,10044
"puppetlabs/puppet","Server automation framework and application",false,3794.1,0.2,6034,474,2174,0,8500,0,"",759,291,199,0.83,7.03,3.45,1.57,1.57,1.18,1.22,1.27,1.33,1.38,1.44,1.59,3977,4021,4066,4110,4161,4208,4259,4318,4352,4399,4456,4510,4575,4630,4672,4723,4761,4800,4825,4854,4891,4931,4968,4995,5021,5051,5084,5130,5175,5222,5268,5318,5358,5410,5463,5506,5547,5590,5629,5672,5729,5766,5801,5846,5887,5921,5965,5995,6033
"drone/drone","Drone is a Container-Native, Continuous Delivery Platform",false,2552.6,6.2,22475,573,2199,1740,1226,0,"continuous-delivery, continuous-integration, go, build-pipelines, build-automation, docker, ci, ci-cd",277,5,478,1.99,4.53,3.44,5,6.14,6.18,6.31,6.19,6.51,8.1,9.16,8.81,8081,8442,8798,9049,9338,9670,10028,10394,10754,11174,11678,12038,12428,12759,13150,13556,13903,14267,14614,14931,15266,15556,15866,16221,16544,16881,17303,17721,18007,18277,18572,18890,19147,19367,19632,19859,20083,20291,20502,20719,20948,21150,21330,21537,21706,21882,22101,22270,22460
"mail-in-a-box/mailinabox","Mail-in-a-Box helps individuals take back control of their email by defining a one-click, easy-to-deploy SMTP+everything else server: a mail server in a box.",false,2722.3,0.1,9876,305,1068,1307,595,17,"smtp, email, mail, server",167,2,275,1.14,5.94,3.43,4,5,3.91,3.5,3.35,3.17,3.06,3.11,3.63,5786,5850,5919,5990,6079,6147,6238,6325,6379,6445,6504,6563,6661,6779,6857,6928,6991,7054,7116,7177,7273,7354,7438,7521,7630,7731,7820,7897,7973,8047,8136,8208,8286,8360,8549,8629,8707,8785,8868,8971,9073,9161,9253,9348,9434,9545,9636,9746,9866
"microsoft/PowerToys","Windows system utilities to maximize productivity",false,643.2,0.2,49311,944,2693,7082,2324,31,"powertoys, desktop, windows, fancyzones, microsoft-powertoys, powerrename, keyboard-manager, color-picker",10000,19540,802,3.33,3.47,3.42,49.57,49.07,58.13,95.45,97.97,95.48,,,77.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832,4120,4192,4238,9812,11614,12861,13759,14310,14976,16474,19364,25045,28710,31282,35564,37458,40451,44176,47393,49162
"ngosang/trackerslist","Updated list of public BitTorrent trackers",false,1745.4,0.9,27527,1305,4982,258,30,0,"trackers, bittorrent-trackers, trackerslist, bittorrent, bittorrent-tracker, public-trackers, public-tracker, webtorrent, lists",2,1,544,2.26,4.21,3.42,18.86,17.71,17.92,15.56,14.67,21.2,27.96,,15.77,448,500,557,653,1059,1141,1313,1542,1690,2085,2295,2516,2759,3003,3237,3502,3820,4117,4458,4759,5028,5399,5799,6563,7082,7732,8523,9346,10143,12545,13650,14611,15344,16324,17719,18797,19755,20978,22045,23019,23832,24367,24814,25300,25695,26071,26473,26946,27493
"badaix/snapcast","Synchronous multiroom audio player",false,2223.6,0.1,3556,130,298,629,135,33,"audio-player, sonos, lms, synchronous, audio, audio-streaming, multiroom-audio, music",67,1,139,0.58,8.33,3.42,2.14,2.07,2.33,2.47,2.28,2.49,3.23,1.91,1.68,451,477,509,546,585,610,633,666,686,708,740,768,807,853,892,929,960,983,1009,1049,1077,1102,1127,1158,1189,1221,1243,1270,1295,1316,1348,1377,1444,1491,1520,2440,2640,2711,2763,2847,2997,3082,3133,3174,3254,3325,3422,3479,3550
"influxdata/influxdb","Scalable datastore for metrics, events, and real-time analytics",false,2686.3,0,20422,755,2872,11081,9417,53,"influxdb, monitoring, database, time-series, metrics, go, react",498,156,444,1.85,4.64,3.41,8.71,7.57,6.97,7.56,6.78,6.73,7.31,7.48,7.69,9189,9440,9697,9947,10167,10401,10625,10842,11056,11262,11493,11710,11955,12204,12487,12770,13012,13227,13488,13746,14006,14239,14522,14761,15065,15282,15533,15789,16077,16316,16711,16922,17118,17347,17556,17749,17950,18135,18345,18545,18785,18963,19167,19326,19555,19714,19972,20193,20406
"buger/goreplay","GoReplay is an open-source tool for capturing and replaying live HTTP traffic into a test environment in order to continuously test your system with real data. It can be used to increase confidence in code deployments, configuration changes and infrastructure changes.",false,2805.5,8.4,13830,470,1367,563,327,34,"go, testing, testing-tools, devops, qa",106,9,342,1.42,5.27,3.41,5.43,4.43,4.04,4.26,4.33,4.77,5.05,5.16,4.94,6456,6597,6729,6888,7009,7152,7273,7505,7606,7734,7857,7988,8124,8245,8400,8527,8672,8805,8925,9027,9152,9305,9484,9921,10137,10282,10463,10633,10826,11024,11179,11323,11454,11603,11798,11952,12082,12217,12373,12540,12784,12905,13033,13201,13316,13435,13577,13700,13825
"jordansissel/fpm","Effing package management! Build packages for multiple platforms (deb, rpm, etc) with great ease and sanity.",false,3683.1,5.5,9809,260,992,1079,678,0,"packaging",267,4,272,1.13,5.91,3.41,0.71,1.21,1.25,1.06,1.11,1.33,1.47,2.26,2.66,7006,7102,7203,7287,7391,7494,7572,7641,7712,7785,7849,7909,7976,8050,8108,8166,8219,8303,8373,8435,8490,8539,8605,8660,8736,8788,8848,8913,8973,9014,9059,9117,9160,9208,9252,9287,9321,9359,9408,9442,9496,9559,9604,9635,9674,9710,9737,9769,9808
"healthchecks/healthchecks","A cron monitoring tool written in Python & Django",false,2049.1,0.6,3445,92,434,355,115,23,"cron, devops, cron-jobs, monitoring, ops, django",55,1,135,0.56,8.35,3.4,2.29,2.57,2.27,2.24,2.3,2.42,2.69,1.73,1.71,543,581,617,647,667,689,719,735,764,784,800,888,942,971,1015,1046,1095,1160,1207,1257,1301,1343,1383,1417,1474,1530,1589,1640,1773,1850,1917,1990,2101,2230,2339,2430,2556,2619,2699,2789,2874,2960,3021,3093,3169,3235,3300,3370,3440
"openwrt/openwrt","This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins or for reporting issues.  We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git. All issues should be reported at: https://bugs.openwrt.org",false,1912.6,0.1,7589,510,5281,0,3571,0,"",707,32,228,0.95,6.41,3.39,9.29,8.86,10.78,8.27,6.9,6.74,5.85,4.11,3.96,744,822,894,970,1051,1118,1198,1262,1316,1410,1502,1569,1852,1985,2103,2235,2329,2438,2573,2688,2795,2918,3031,3155,3303,3425,3566,3727,3904,4061,4208,4340,4456,4595,4764,4944,5111,5373,5603,5817,5980,6154,6311,6476,6666,6815,7006,7242,7572
"pymumu/smartdns","A local DNS server to obtain the fastest website IP for the best Internet experience， 一个本地DNS服务器，获取最快的网站IP，获得最佳上网体验。",false,1017.3,2.8,3436,117,609,661,25,18,"smartdns, openwrt-package, dns-server, dns-over-https, dns-over-tls, dns, dot, doh",12,1,134,0.56,8.31,3.38,4.29,3.64,3.88,3.56,3.74,5.05,4.54,,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,38,50,60,78,110,139,198,243,278,323,366,393,435,462,535,1386,1580,1919,2179,2371,2517,2626,2742,2870,2987,3098,3204,3306,3425
"stamparm/maltrail","Malicious traffic detection system",false,2252,0,3897,207,744,262,13993,18,"security, malware, intrusion-detection, sensor, python, network-monitoring, attack-detection",25,1,146,0.61,7.99,3.38,1.57,2.29,1.87,1.67,1.45,1.45,1.62,1.57,1.73,1744,1781,1819,1864,1938,2039,2076,2105,2134,2167,2213,2248,2285,2314,2340,2372,2408,2472,2487,2523,2571,2606,2646,2673,2707,2737,2782,2823,2874,2906,2958,3036,3076,3123,3252,3298,3363,3413,3474,3524,3564,3594,3626,3658,3704,3740,3785,3834,3893
"sysown/proxysql","High-performance MySQL proxy with a GPL license.",false,2255.8,0.4,4234,241,730,2513,770,79,"",91,18,154,0.64,7.75,3.38,2.29,1.79,1.91,1.84,1.84,2.01,2.31,2.3,1.97,653,814,896,952,1053,1110,1168,1210,1293,1356,1427,1490,1557,1635,1710,1798,1863,1959,2053,2124,2197,2273,2383,2450,2545,2639,2729,2789,2882,2969,3061,3157,3224,3301,3366,3428,3499,3569,3643,3722,3788,3839,3896,3954,4007,4064,4127,4173,4233
"balena-io/etcher","Flash OS images to SD cards & USB drives, safely and easily.",false,1925.2,0.3,19783,418,1336,1623,1793,139,"etcher, sd-cards, cross-platform, usb-drives",65,101,429,1.78,4.62,3.37,10,9.57,9.17,9.74,8.7,9.04,8.96,10.82,10.31,1747,1963,2238,2525,2895,3257,4109,4984,5955,7145,8066,8462,8893,9261,9658,10047,10508,10844,11200,11591,11969,12362,12620,12934,13204,13477,13749,14052,14325,14627,14892,15123,15381,15626,15913,16183,16449,16737,17049,17323,17629,17924,18160,18409,18645,18858,19184,19468,19749
