"fullName","description","createdAgo","pushedAgo","isFork","repoStars","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"google-research/google-research","Google Research",844.1,9.9,,15205,1026,3.71,11.1,7.7,,9,11.8,23.21,20.58,23.78,19.02,,18.04,0,0,0,0,0,0,0,0,0,201,488,1098,1326,1398,1525,1668,1805,2027,2394,3020,3371,4015,5753,6223,6529,7313,8695,9514,10015,10427,11452,12160,12600,13091,14227,14850,15322
"ShangtongZhang/reinforcement-learning-an-introduction","Python Implementation of Reinforcement Learning: An Introduction",1595.2,13.2,,9847,766,2.77,12.8,7.68,,2.64,3.98,4.76,4.96,5.62,6.08,,6.26,2539,2735,2965,3240,3433,3658,3882,4068,4322,4679,4943,5162,5407,5584,5815,6079,6282,6473,6641,6841,7086,7275,7496,7668,7796,7959,8111,8369,8578,8768,8942,9091,9265,9413,9572,9727,9903
"open-mmlab/mmcv","OpenMMLab Computer Vision Foundation",887.6,10.4,,2129,274,0.99,21.17,7.63,,2,2.37,2.55,2.71,2.45,2.14,,2.53,0,0,0,0,0,0,0,0,0,462,500,542,572,598,645,696,762,835,901,965,1046,1109,1153,1196,1238,1263,1316,1363,1420,1492,1638,1725,1818,1899,1995,2060,2161
"d2l-ai/d2l-zh","《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被全球175所大学采用教学。",1251.7,9.5,,19723,1206,4.36,10.06,7.61,,4.36,6.08,9,9.58,11.59,18.81,,15.9,1462,1620,1923,2102,2282,2397,2583,2712,2883,3073,3249,5262,5988,6467,6904,7313,7686,9166,10305,10642,12684,13895,14518,15062,15489,15839,16270,16663,17058,17500,17973,18348,18634,18899,19229,19536,19776
"milesial/Pytorch-UNet","PyTorch implementation of the U-Net for image semantic segmentation with high quality images",1258.4,21.6,,3406,373,1.35,18.01,7.59,,2.29,2.89,4.56,4.3,4.15,3.69,,2.71,47,61,101,129,171,233,328,373,421,507,568,643,710,753,826,913,993,1085,1191,1298,1391,1508,1638,1787,1889,1988,2094,2256,2380,2488,2616,2745,2875,2985,3138,3314,3445
"ray-project/ray","An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged with RLlib, a scalable reinforcement learning library, and Tune, a scalable hyperp...",1553.1,7.9,,14479,979,3.54,11.12,7.59,,6.07,10.16,10.61,11.91,12.34,12.78,,9.45,1647,1795,2622,2936,3119,3299,3546,3797,4065,4342,4583,4863,5141,5675,6083,6511,7010,7496,7824,8177,8522,8825,9198,9643,9963,10338,10687,11069,11498,11883,12295,12699,13123,13500,13830,14159,14584
"Tencent/ncnn","ncnn is a high-performance neural network inference framework optimized for the mobile platform",1305.4,10.5,,10672,799,2.89,12.32,7.59,,3.71,5.26,9.12,8.14,7.59,7.4,,8.33,3068,3174,3353,3546,3716,3862,4089,4245,4490,4638,4823,5053,5272,5406,5648,5951,6196,6445,6690,6905,7117,7318,7524,7758,7904,8002,8250,8482,8700,8958,9189,9403,9633,9844,10169,10515,10719
"ultralytics/yolov5","YOLOv5 in PyTorch > ONNX > CoreML > TFLite",252.7,7.9,,7884,651,2.35,13.58,7.57,,13.07,21.5,25.04,24.78,,,,32.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,3347,4358,4987,5584,6405,7215,8079
"scipy/scipy","Scipy library main repository",3610.1,8,,7840,648,2.34,13.6,7.56,,1.57,1.81,2.95,3.04,3.47,3.69,3.28,2.17,3759,3877,4000,4119,4239,4339,4479,4585,4713,4812,4916,5028,5146,5250,5395,5506,5651,5764,5887,6022,6126,6223,6352,6460,6571,6709,6810,6931,7045,7167,7282,7380,7469,7567,7677,7781,7872
"deepinsight/insightface","Face Analysis Project on MXNet",1242.9,10.8,,8393,674,2.44,13.21,7.52,,2.79,4.67,6.63,7.68,7.02,8.26,,7.31,143,392,780,1052,1209,1336,1488,1609,1721,1858,1963,2134,2369,2511,2754,3029,3352,3649,4304,4568,4909,5166,5430,5671,5832,5990,6199,6383,6589,6800,6994,7207,7412,7791,8040,8253,8454
"tzutalin/labelImg","🖍️ LabelImg is a graphical image annotation tool and label object bounding boxes in images",1957.8,16.2,,13088,905,3.27,11.37,7.51,,3.71,7.3,9.62,9.85,10.1,10.3,7.16,6.74,2114,2334,2608,2965,3283,3572,3869,4130,4391,4675,4951,5242,5557,5795,6147,6500,6854,7168,7563,7905,8218,8512,8819,9119,9391,9614,9929,10261,10620,10961,11279,11600,11902,12200,12532,12856,13132
"abhshkdz/ai-deadlines",":alarm_clock: AI conference deadline countdowns ",1528.9,10.3,,3069,341,1.23,18.28,7.44,,1.71,2.3,2.79,2.51,2.42,2.62,,2.02,369,408,463,497,551,591,654,720,800,887,1003,1073,1151,1239,1317,1391,1459,1536,1594,1680,1783,1866,1981,2105,2182,2233,2296,2363,2436,2535,2606,2668,2745,2810,2916,2994,3143
"NVIDIA/DALI","A library containing both highly optimized building blocks and an execution engine for data pre-processing in deep learning applications",969,10.1,,3035,335,1.21,18.16,7.36,,0.79,1.22,1.81,2.02,2.22,2.87,,3.19,0,0,0,0,0,317,444,524,668,742,780,857,934,1032,1131,1195,1301,1381,1489,1713,1843,1919,2019,2126,2220,2316,2382,2464,2537,2586,2663,2732,2786,2868,2933,2995,3052
"skorch-dev/skorch","A scikit-learn compatible neural network library that wraps PyTorch",1287.9,27.3,,3728,383,1.38,16.9,7.34,,1,1.51,1.98,2.22,2.78,2.7,,2.9,943,982,1014,1051,1298,1367,1419,1463,1514,1564,1627,1702,1755,1817,1864,1934,2029,2129,2237,2360,2435,2507,2578,2653,2715,2870,2950,3039,3144,3227,3323,3401,3480,3548,3605,3682,3759
"dmlc/dgl","Python package built to ease deep learning on graph, on top of existing DL frameworks.",1011.3,7.8,,6521,555,2.01,14,7.33,,3.36,5.46,7.21,7.13,7.5,7.28,,7.13,0,0,0,0,0,0,1,2,2,5,9,970,1197,1372,1626,1809,2021,2198,2373,2538,2754,3006,3215,3456,3773,3965,4241,4490,4731,4998,5209,5432,5656,5852,6069,6345,6609
"Lyken17/pytorch-OpCounter","Count the MACs / FLOPs of your PyTorch model.",1095.6,24.2,,2334,279,1.01,19.66,7.31,,2.21,2.1,2.68,2.68,2.82,3.05,,2.16,0,1,1,1,2,2,2,2,2,3,6,13,105,139,350,420,490,556,809,882,950,1029,1130,1221,1302,1384,1478,1571,1662,1756,1843,1918,2017,2087,2180,2268,2367
"meetshah1995/pytorch-semseg","Semantic Segmentation Architectures Implemented in PyTorch",1405,27.6,,2973,328,1.19,18.15,7.31,,0.21,0.56,1.41,1.38,1.46,2.1,,2.3,412,485,574,644,707,777,858,971,1056,1162,1257,1352,1441,1520,1631,1730,1819,1922,2023,2094,2167,2226,2309,2381,2439,2477,2530,2577,2645,2685,2721,2762,2799,2843,2906,2955,2990
"facebookresearch/pytorch3d","PyTorch3D is FAIR's library of reusable components for deep learning with 3D data",458.8,10.5,,4227,411,1.49,15.99,7.24,,1.86,2.76,4.47,4.26,10.84,,,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,2292,2506,2695,2965,3225,3449,3565,3711,3819,4005,4142,4278
"zylo117/Yet-Another-EfficientDet-Pytorch","The pytorch re-implement of the official efficientdet with SOTA performance in real time and pretrained weights.",294.7,34.5,,4383,421,1.52,15.8,7.24,,1.5,2.47,3.68,4.25,,,,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,3081,3387,3604,3791,3928,4045,4182,4306,4414
"PaddlePaddle/Paddle","PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）",1624.6,8.2,,13821,904,3.27,10.76,7.23,,3.64,5.95,8.5,10.96,9.11,8.26,,8.51,5967,6086,6260,6458,6631,6789,6987,7115,7229,7341,7506,7635,7789,7905,8088,8337,8580,8825,9218,9518,9730,9889,10112,10336,10494,10596,10802,11063,11335,11599,11819,12533,12859,13042,13320,13638,13870
"amusi/daily-paper-computer-vision","记录每天整理的计算机视觉/深度学习/机器学习相关方向的论文",986.2,8.5,,4338,415,1.5,15.74,7.19,,1.5,1.78,2.61,2.95,3.37,3.58,,4.4,0,0,0,0,146,581,780,926,1132,1272,1430,1595,1722,1795,1943,2033,2125,2290,2381,2431,2505,2587,2800,3011,3104,3201,3348,3431,3507,3683,3795,3899,3980,4095,4183,4279,4384
"facebookresearch/fastText","Library for fast text representation and classification.",1654.3,10.2,,22131,1222,4.42,9.08,7.14,,1.71,2.83,4.46,4.64,5.33,7.26,,13.54,11904,12381,12828,13235,13693,14113,14465,14845,15267,15623,15967,16379,16832,17064,17363,17669,17937,18189,18413,18978,19296,19553,19803,20034,20187,20351,20536,20741,20967,21123,21284,21449,21589,21724,21891,22045,22162
"dmlc/gluon-cv","Gluon CV Toolkit",1064.8,10.6,,4476,417,1.51,15.32,7.07,,1.57,2.3,2.43,2.55,3.09,3.98,,4.37,0,0,0,239,540,614,678,720,796,1061,1190,1417,1568,1806,1994,2183,2311,2448,2610,2738,2869,2997,3123,3249,3347,3420,3540,3655,3821,3917,4009,4099,4193,4251,4326,4403,4511
"explosion/spaCy","💫 Industrial-strength Natural Language Processing (NLP) with Python and Cython",2398.3,7.8,,18048,1055,3.81,9.62,7.06,,3.5,5.16,6.61,6.96,7.4,8.77,9.18,7.6,7633,7973,8370,8676,9019,9314,9655,10078,10396,10719,10973,11311,11629,11949,12310,12757,13067,13332,13634,13966,14339,14627,14882,15121,15332,15649,15851,16054,16324,16566,16762,16983,17184,17430,17670,17876,18115
"udacity/deep-learning-v2-pytorch","Projects and exercises for the latest Deep Learning ND program https://www.udacity.com/course/deep-learning-nanodegree--nd101",874.1,24.5,,3901,380,1.37,16.02,7.06,,0.86,1.51,2.14,2.21,3.49,4.01,,4.46,0,0,0,0,0,0,0,0,11,42,449,783,969,1083,1197,1305,1426,1824,1949,2031,2144,2225,2336,2477,2624,2758,2887,3033,3242,3395,3495,3565,3648,3703,3773,3852,3949
"cupy/cupy","A NumPy-compatible array library accelerated by CUDA",1546.5,9.1,,4778,434,1.57,14.94,7.05,,0.64,1.48,2.38,2.65,2.72,3.01,,3.09,1093,1203,1304,1465,1627,1762,1859,1975,2134,2256,2354,2458,2577,2673,2810,2997,3096,3154,3222,3303,3456,3535,3623,3722,3787,3851,3921,4020,4108,4173,4295,4383,4472,4560,4666,4732,4797
"wkentaro/labelme","Image Polygonal Annotation with Python (polygon, rectangle, circle, line, point and image-level flag annotation).",1722.4,12.6,,6039,495,1.79,13.48,6.88,,2.5,3.48,5.16,5.53,5.84,5.81,,3.51,271,354,461,560,673,750,895,1028,1146,1305,1460,1629,1793,1912,2107,2296,2465,2637,2825,3008,3203,3373,3541,3711,3903,4074,4246,4450,4642,4845,5023,5204,5413,5562,5738,5927,6075
"ddbourgin/numpy-ml","Machine learning, in numpy",659.9,28,,9451,667,2.41,11.61,6.87,,7.57,7.43,5.67,4.09,3.88,,,14.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,5733,6365,6887,7052,7496,7695,8023,8111,8192,8391,8533,8621,8693,8759,8868,8922,8982,9212,9510
"rasbt/deeplearning-models","A collection of various deep learning architectures, models, and tips",600.2,29.1,,13859,860,3.11,10.21,6.87,,1.36,2.7,3.64,6.26,7.67,,,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7458,8450,8728,8923,9082,9695,10195,11054,11338,11526,11781,11947,12317,12714,12851,13358,13524,13649,13773,13887
"NVIDIA/DeepLearningExamples","Deep Learning Examples",999.2,11.8,,5293,450,1.63,13.98,6.83,,2.5,3.42,5.13,5.84,6.43,6.92,,5.34,0,0,0,0,12,47,65,92,130,166,189,221,241,272,352,427,566,737,1200,1644,1887,2087,2555,2791,2946,3103,3318,3572,3805,4028,4229,4446,4627,4827,5002,5191,5330
"cornellius-gp/gpytorch","A highly efficient and modular implementation of Gaussian Processes in PyTorch",1326.3,7.9,,2250,254,0.92,18.57,6.82,,0.43,1.22,1.15,1.24,1.35,1.75,,1.7,153,161,248,280,358,389,420,465,507,791,864,931,973,1013,1120,1202,1266,1310,1353,1398,1430,1574,1643,1698,1756,1803,1851,1893,1934,1967,2021,2073,2112,2143,2180,2212,2260
"quark0/darts","Differentiable architecture search for convolutional and recurrent networks",945.7,22.8,,3163,319,1.15,16.59,6.82,,0.71,1.02,1.29,1.5,1.61,2.11,,3.35,0,0,0,0,0,163,1172,1304,1379,1437,1487,1550,1620,1672,1735,1805,1880,1965,2082,2176,2282,2361,2435,2522,2575,2622,2662,2724,2781,2829,2890,2937,2994,3045,3091,3131,3178
"ikostrikov/pytorch-a2c-ppo-acktr-gail","PyTorch implementation of Advantage Actor Critic (A2C), Proximal Policy Optimization (PPO), Scalable trust-region method for deep reinforcement learning using Kronecker-factored approximation (ACKTR) ...",1252.2,23.2,,2239,253,0.91,18.59,6.81,,0.71,1.08,1.62,1.35,1.56,1.62,,1.81,529,548,570,629,671,707,752,804,857,903,966,1024,1056,1106,1163,1237,1298,1357,1406,1444,1484,1523,1576,1616,1670,1721,1772,1821,1887,1942,1993,2028,2065,2091,2151,2206,2253
"rafaelpadilla/Object-Detection-Metrics","Most popular metrics used to evaluate object detection algorithms.",978.1,17.3,,3223,319,1.15,16.28,6.74,,1.57,2.86,2.93,3.09,3.42,3.53,,3.29,0,0,0,0,2,29,139,254,345,414,482,574,645,709,818,937,1066,1238,1339,1451,1592,1692,1782,1882,1972,2059,2191,2315,2442,2557,2655,2753,2852,2952,3032,3133,3243
"tensorflow/tensorboard","TensorFlow's Visualization Toolkit",1351,9.6,,5119,431,1.56,13.85,6.69,,0.36,0.69,1.53,2.17,2.13,3.02,,3.87,1045,1188,1341,1518,1666,1800,1915,2011,2344,2538,2682,2810,2909,3040,3224,3374,3548,3670,3791,3892,3991,4078,4179,4288,4339,4386,4458,4533,4601,4670,4720,4771,4931,4977,5034,5095,5127
"tensorpack/tensorpack","A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility",1857.9,9.5,,5893,474,1.71,13.23,6.69,,0.57,1.18,1.71,1.79,2.22,3.39,,3.34,1609,1742,1873,1992,2093,2209,2373,2537,2744,2909,3058,3238,3419,3529,3717,3863,4029,4168,4359,4546,4669,4781,4904,4986,5082,5149,5220,5330,5420,5502,5566,5638,5680,5737,5783,5856,5908
"rtqichen/torchdiffeq","Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.",803.1,18,,3310,322,1.16,16,6.68,,0.5,0.92,1.6,1.68,1.71,2.3,,4.12,0,0,0,0,0,0,0,0,0,0,464,1136,1631,1835,1953,2100,2200,2272,2331,2405,2471,2527,2583,2645,2684,2731,2785,2844,2902,2951,3001,3047,3105,3162,3219,3279,3318
"jacobgil/pytorch-grad-cam","PyTorch implementation of Grad-CAM",1335.1,15.7,,1820,215,0.78,19.43,6.65,,1.43,1.87,2.81,2.58,2.35,1.97,,1.36,130,143,162,183,199,210,228,248,268,292,319,356,382,406,443,499,549,601,661,712,755,796,849,919,963,1008,1069,1137,1191,1256,1350,1409,1494,1564,1667,1762,1845
"HIPS/autograd","Efficiently computes derivatives of numpy code.",2254.2,28.1,,5087,425,1.54,13.74,6.62,,0.36,0.85,1.45,1.5,1.75,2.48,2.43,2.26,2087,2197,2350,2438,2524,2602,2672,2741,2802,2867,3000,3169,3273,3403,3519,3617,3694,3775,4047,4114,4178,4243,4312,4387,4446,4517,4593,4661,4710,4763,4812,4865,4908,4953,4998,5058,5099
"qubvel/segmentation_models.pytorch","Segmentation models with pretrained backbones. PyTorch.",696.2,30.6,,2706,277,1,16.84,6.57,,2.07,4.14,4.83,4.39,3.93,,,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,184,368,418,459,586,738,891,1020,1155,1266,1334,1443,1538,1684,1784,1897,2041,2147,2258,2404,2574,2762
"microsoft/onnxruntime","ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",807.8,9.7,,3921,351,1.27,14.73,6.5,,2.07,4.01,5.75,7.24,6.09,4.73,,4.89,0,0,0,0,0,0,0,0,0,0,8,395,475,528,591,655,741,815,917,1035,1150,1260,1361,1524,1703,1847,1960,2086,2274,2465,2604,2760,3243,3401,3651,3805,3981
"kornia/kornia","Open Source Differentiable Computer Vision Library for PyTorch",887.4,8.4,,3510,326,1.18,15.28,6.5,,1,2.17,5.45,5.06,4.97,4.18,,4.15,0,0,0,0,0,0,0,0,0,305,332,381,458,497,516,537,566,597,629,660,684,1329,1459,1558,1693,1908,2117,2226,2377,2494,2586,2741,2875,3012,3321,3442,3524
"RaRe-Technologies/gensim","Topic Modelling for Humans",3637.6,8.5,,11605,721,2.61,10.22,6.48,,2.07,2.79,3.81,3.56,3.75,4.55,5.23,3.19,5826,6033,6326,6569,6779,6973,7163,7347,7521,7708,7887,8086,8272,8432,8663,8859,9028,9202,9386,9526,9686,9833,9980,10121,10227,10347,10448,10575,10732,10848,10946,11043,11147,11247,11380,11509,11627
"pytorch/tnt","Simple tools for logging and visualizing, loading and training",1507.4,20.1,,1272,165,0.6,21.34,6.48,,0.21,0.36,0.46,0.53,0.57,0.67,,0.86,266,310,349,383,426,464,511,573,621,674,717,753,786,811,839,874,898,924,947,971,997,1019,1035,1050,1066,1095,1123,1144,1155,1161,1176,1192,1212,1231,1241,1261,1277
"cs231n/cs231n.github.io","Public facing notes page",2212.6,20,,7997,559,2.02,11.5,6.44,,0.79,1.58,2.22,2.47,3.03,3.49,4.07,3.61,3653,3793,3936,4105,4251,4390,4539,4686,4859,5005,5166,5307,5447,5548,5714,5888,5995,6119,6254,6368,6470,6581,6712,6821,6888,6969,7067,7211,7319,7445,7543,7624,7710,7790,7873,7945,8017
"microsoft/nni","An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural architecture search, model compression and hyper-parameter tuning.",969.6,10,,8689,590,2.13,11.17,6.43,,2.57,4.7,6.94,12.05,9.9,10.4,,9.79,0,0,0,0,0,0,0,4,440,605,726,887,1102,1250,2040,2221,2375,2527,2828,3020,3186,3325,3511,3736,5078,5280,5474,5738,6061,6262,6492,6676,6841,8058,8324,8548,8740
"jindongwang/transferlearning","Everything about Transfer Learning and Domain Adaptation--迁移学习",1366.4,12.2,,6509,486,1.76,12.28,6.42,,2.29,3.65,5.59,5.38,5.41,5.63,,4.77,596,653,783,983,1141,1284,1429,1599,1787,1919,2095,2256,2403,2494,2699,2910,3104,3265,3443,3557,3728,3931,4139,4398,4535,4656,4833,5022,5193,5367,5527,5689,5851,5999,6206,6398,6567
"slundberg/shap","A game theoretic approach to explain the output of any machine learning model.",1525.1,9.8,,11432,705,2.55,10.14,6.4,,4.14,6.67,9.87,10.35,10.46,11.13,,7.5,493,669,818,973,1190,1399,1606,1820,2065,2331,2609,2853,3285,3677,4078,4382,4818,5311,5747,6053,6378,6676,7025,7309,7592,7882,8197,8482,8845,9228,9523,9874,10210,10510,10915,11209,11494
"CMU-Perceptual-Computing-Lab/openpose","OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation",1372.3,10.2,,19815,1016,3.67,8.43,6.39,,4.5,7.5,10.35,10.87,11.83,12.73,,14.48,4348,5648,6121,6524,6926,7377,7897,8238,8744,9149,9601,10052,10524,10943,11463,11978,12474,12906,13307,13668,14083,14470,14861,15209,15494,15784,16132,16484,17119,17459,17830,18180,18540,18870,19253,19585,19878
"wkentaro/pytorch-fcn","PyTorch Implementation of Fully Convolutional Networks. (Training code to reproduce the original result is available.)",1439.1,25.7,,1311,166,0.6,20.83,6.38,,0.14,0.36,0.76,0.81,0.87,0.99,,0.92,232,255,280,304,335,364,397,421,459,491,526,560,589,610,658,705,743,769,804,828,861,887,911,949,994,1021,1050,1082,1109,1132,1163,1186,1210,1242,1268,1300,1316
"karpathy/minGPT","A minimal PyTorch re-implementation of the OpenAI GPT (Generative Pretrained Transformer) training",161.6,26.4,,5674,440,1.59,12.76,6.37,,2.29,2.24,2.86,,,,,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4451,5247,5413,5525,5606,5731
"leoxiaobin/deep-high-resolution-net.pytorch","The project is an official implementation of our CVPR2019 paper ""Deep High-Resolution Representation Learning for Human Pose Estimation""",700.7,39.6,,2971,285,1.03,15.78,6.35,,0.79,1.32,2.02,2.24,2.35,,,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,1020,1221,1391,1537,1646,1755,1849,1952,2051,2114,2189,2272,2358,2416,2488,2563,2655,2727,2787,2875,2931,2987
"ChristosChristofidis/awesome-deep-learning","A curated list of awesome Deep Learning tutorials, projects and communities.",2215.1,28.2,,16484,890,3.22,8.88,6.33,,2.07,4.41,5.86,5.99,6.18,8.1,8.32,7.44,7017,7510,7873,8205,8481,8730,8924,9204,9462,9889,10123,10341,10567,10768,11181,11499,12041,12441,12769,13085,13335,13561,13773,14027,14228,14405,14574,14780,14999,15185,15388,15570,15766,15947,16146,16348,16517
"openai/spinningup","An educational resource to help anyone learn deep reinforcement learning.",810,11.6,,5635,435,1.57,12.7,6.33,,1.07,2.76,3.47,3.84,5.32,4.85,,6.96,0,0,0,0,0,0,0,0,0,0,1442,1818,2093,2337,2542,2686,2820,2934,3040,3180,3309,3412,3518,3624,3691,4204,4340,4466,4613,4762,4932,5122,5226,5316,5423,5550,5661
"microsoft/DeepSpeed","DeepSpeed is a deep learning optimization library that makes distributed training easy, efficient, and effective.",368.1,10.1,,3928,342,1.24,14.32,6.33,,2.5,2.93,3.95,6.79,,,,11.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,2138,2282,2472,2596,2694,2805,3393,3573,3712,3844,3995
"karpathy/arxiv-sanity-preserver","Web interface for browsing, search and filtering recent arxiv submissions",1885.7,21.8,,4170,353,1.28,13.92,6.28,,1.07,1.48,1.71,1.83,1.97,2.17,2.21,2.21,1583,1674,1775,1877,1963,2023,2119,2183,2263,2333,2416,2502,2583,2638,2746,2867,2950,3019,3102,3170,3231,3287,3337,3401,3449,3487,3544,3628,3718,3767,3835,3916,3968,4013,4065,4123,4188
"dsgiitr/d2l-pytorch","This project reproduces the book Dive Into Deep Learning (www.d2l.ai), adapting the code from MXNet into PyTorch.",625.7,16.1,,3555,316,1.14,14.62,6.25,,0.57,0.66,1.29,1.55,3,,,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,168,416,1576,1922,2170,2288,2461,2624,2727,2867,2972,3163,3271,3321,3385,3437,3492,3534,3577
"jason718/awesome-self-supervised-learning","A curated list of awesome self-supervised methods",1080.8,20.1,,3297,300,1.08,14.97,6.24,,1.29,2.99,4.14,4.71,5.22,4.03,,3.05,0,31,69,81,90,101,144,160,190,254,279,319,353,377,426,495,564,658,755,825,951,1051,1200,1321,1391,1529,1745,1934,2088,2266,2436,2607,2754,2916,3080,3203,3325
"pytorch/captum","Model interpretability and understanding for PyTorch",517.2,8.8,,2064,219,0.79,17.45,6.22,,1.07,1.91,2.72,2.57,3.01,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,513,703,813,964,1071,1210,1332,1410,1482,1593,1658,1757,1813,1901,2003,2087
"Tianxiaomo/pytorch-YOLOv4","PyTorch ,ONNX and TensorRT implementation of YOLOv4",275.5,13.4,,2553,251,0.91,16.17,6.19,,2.36,3.81,5.61,6.93,,,,9.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,463,849,1285,1623,1840,2037,2271,2433,2596
